title,price,link
"Samsung Galaxy S9+, S9, S8+, S8, S7 and more || 90 Days Warranty                        ","89,97",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-s9-s9-s8-s8-s7-and-more-90-days-warranty/1505808995
Galaxy Samsung S 10e ✮ Liquidation ✯ 345 $ Seulement ✔✔✔                        ,"345,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/galaxy-samsung-s-10e-liquidation-345-seulement/1604965132
"Samsung Galaxy S21, S20+, S20, S10+, and more | 90 Days Warranty                        ","329,29",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-s21-s20-s20-s10-and-more-90-days-warranty/1520766937
Samsung Galaxy S10e seulement a 345$                        ,"345,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-s10e-seulement-a-345/1604851103
Samsung Galaxy S10 Plus Black 128GB                        ,"350,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-s10-plus-black-128gb/1605357932
Samsung S 10 Plus                         ,"345,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-s-10-plus/1605346935
Samsung Galaxy Note 10+ works like new                        ,"550,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-note-10-works-like-new/1605317440
‍réparation lcd vitre 39$ iphone ‍ iphone ‍ batterie                        ,"39,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/reparation-lcd-vitre-39-iphone-iphone-batterie/1605303446
✅ Fix phone on the spot ✅ iphone screen lcd battery ✅ Samsung                        ,"59,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/fix-phone-on-the-spot-iphone-screen-lcd-battery-samsung/1605303439
Téléphones usagés pas cher | Certifiés 90 jours au canada | + de 700 modèles en ligne                        ,Surdemande,https://www.kijiji.ca/v-cellulaire/quebec/telephones-usages-pas-cher-certifies-90-jours-au-canada-de-700-modeles-en-ligne/cas_796335
Samsung S10 en bonne état!                        ,"350,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-s10-en-bonne-etat/1605295937
Samsung Phone S10+                        ,"150,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-phone-s10/1605275896
Samsung s10 128gb                        ,"275,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-s10-128gb/1605261249
Samsung Galaxy A10s                         ,"210,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-a10s/1605232674
IPHONE 5S 16GB;8MPIX;BOITE;UNLOCKED 100%;ORIGINAL.COMME NEUF!!                        ,"69,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/iphone-5s-16gb-8mpix-boite-unlocked-100-original-comme-neuf/1605193310
Réparation d'écran LCD Samsung S21 S20 S10 S10+ Note 10+ Note 20                        ,Surdemande,https://www.kijiji.ca/v-cellulaire/ville-de-montreal/reparation-decran-lcd-samsung-s21-s20-s10-s10-note-10-note-20/1605166193
iPhone Samsung Pixel LG BLOW OUT SALE!!!                        ,"59,97",https://www.kijiji.ca/v-cellulaire/quebec/iphone-samsung-pixel-lg-blow-out-sale/cas_15394026
Cellulaires neufs et usagés à vendre                        ,Surdemande,https://www.kijiji.ca/v-cellulaire/ville-de-montreal/cellulaires-neufs-et-usages-a-vendre/1605094076
Samsung A11 Neuf 199$ .. AVEC GARANTIE                        ,"199,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-a11-neuf-199-avec-garantie/1605079318
Samsung Galaxy S10E 128GB Black Unlocked Excellent condition                        ,"275,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-s10e-128gb-black-unlocked-excellent-condition/1605077448
Used CellPhone Good condition Samsung S6/S10+/J5/J7 iPhone SE/6/                        ,"70,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/used-cellphone-good-condition-samsung-s6-s10-j5-j7-iphone-se-6/1605074119
"**SALE** Samsung A32, A12, A21S,A10S, A02S, A11**                        ","179,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/sale-samsung-a32-a12-a21s-a10s-a02s-a11/1605069015
Galaxy Samsung S 10e ✮ Liquidation ✯ 385 $ Seulement ✔                        ,"385,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/galaxy-samsung-s-10e-liquidation-385-seulement/1604988781
Samsung s 10                        ,"250,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-s-10/1604987501
SAMSUNG                        ,"123,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung/1604984175
Galaxy Samsung S 10e ✮ Liquidation ✯ 345 $ Seulement ✔✔✔                        ,"345,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/galaxy-samsung-s-10e-liquidation-345-seulement/1604965132
Cellulaire                        ,"400,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/cellulaire/1604946129
Samsung Galaxy S10e seulement a 345$                        ,"345,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-s10e-seulement-a-345/1604851103
Samsung Galaxy S10e - Prism Black - 128 GB                        ,"340,00",https://www.kijiji.ca/v-cellulaire/ville-de-montreal/samsung-galaxy-s10e-prism-black-128-gb/1604772951
"Buy iPhone, Samsung Phones On a payment plan with 0% interest!Visit our website, free shipping, free returns Canada wide                        ",Surdemande,https://www.kijiji.ca/v-cellulaire/quebec/buy-iphone-samsung-phones-on-a-payment-plan-with-0-interest-visit-our-website-free-shipping-free-returns-canada-wide/cas_20204006
